RunGroupID,Model,Initialization,GS_Level,GS_Percentage,TrainingFraction,Top1_Mean,Top1_Std,Top1_CI_Lower,Top1_CI_Upper,Top5_Mean,Top5_Std,F1_Mean,F1_Std,TrueProbTop5_Mean,TrueProbTop5_Std,TrueProbTop5_Median,LPIPS,MutualInfo,Entropy_GS,Entropy_Raw,N_Repeats,PerRun_Top1,Top1_GSTrain_RawTest,Top5_GSTrain_RawTest,F1_GSTrain_RawTest,TrueProbTop5Mean_GSTrain_RawTest,TrueProbTop5Median_GSTrain_RawTest,AccuracyDrop_pp,AccuracyDrop_relative,pvalue_vs_raw_paired
OASIS__resnet18_Pretrained__NR5__E30__LR0.0005__GSit50__B16__Frac100,resnet18,Pretrained,GS 10%,10.0,1.0,72.16138328530259,11.336964002722455,58.08468323419005,86.23808333641513,90.45148895292988,5.781911634539038,0.7013950794642436,0.1143955750804445,0.263311521302261,0.0612339462640523,0.1895943596959114,0.647946834564209,0.2021864987172174,4.91265236256394,4.5222308042958685,5,"[81.17195004803074, 59.5581171950048, 78.6743515850144, 60.03842459173872, 81.3640730067243]",0.5763688760806917,2.0172910662824206,0.0001548818029755,0.0044797125301976,0.0,11.700288184438037,13.951890034364258,0.0008199892779103
OASIS__resnet18_Pretrained__NR5__E30__LR0.0005__GSit50__B16__Frac100,resnet18,Pretrained,GS 20%,20.0,1.0,68.4149855907781,11.733743569330406,53.84561863658558,82.98435254497062,88.64553314121038,7.054275242725758,0.6642169837847072,0.1204646520645753,0.2362781500626323,0.0607487280397215,0.1611524507403373,0.6790796518325806,0.1452288173152234,4.778905922622021,4.5222308042958685,5,"[76.84918347742556, 54.947166186359276, 76.84918347742556, 56.195965417867434, 77.23342939481267]",0.3842459173871277,2.2094140249759846,0.0001515758518868,0.0039666097013567,0.0,15.446685878962526,18.419243986254283,0.0002848553876784
OASIS__resnet18_Pretrained__NR5__E30__LR0.0005__GSit50__B16__Frac100,resnet18,Pretrained,GS 30%,30.0,1.0,63.65033621517771,11.563264663040938,49.29264678137797,78.00802564897745,85.55235350624399,7.497904610423663,0.6159899866384017,0.1131019296232736,0.1954482147953223,0.0493418405119086,0.1162521690130233,0.7131482362747192,0.1108674879103335,4.825922266036916,4.5222308042958685,5,"[72.8146013448607, 50.14409221902017, 70.31700288184439, 51.96926032660903, 73.00672430355426]",0.0960614793467819,1.8251681075888568,5.887322534021365e-06,0.0015387803863637,0.0,20.21133525456292,24.100801832760595,0.0001104217669179
OASIS__resnet18_Pretrained__NR5__E30__LR0.0005__GSit50__B16__Frac100,resnet18,Pretrained,GS 40%,40.0,1.0,59.13544668587897,9.818639242698302,46.9439958268698,71.32689754488814,82.47838616714698,7.0615315524942766,0.5670198037633196,0.0966529131210293,0.1747612568913931,0.0324699633943061,0.1020609073340892,0.7226715087890625,0.0911823288644691,4.80915976496792,4.5222308042958685,5,"[65.51392891450529, 49.183477425552354, 66.18635926993277, 47.64649375600384, 67.14697406340058]",0.8645533141210375,2.49759846301633,0.0001860712631662,0.0042909971696899,0.0,24.72622478386166,29.48453608247421,6.605226057099211e-06
OASIS__resnet18_Pretrained__NR5__E30__LR0.0005__GSit50__B16__Frac100,resnet18,Pretrained,GS 50%,50.0,1.0,52.75696445725264,11.30823559836446,38.715935431557256,66.79799348294802,77.86743515850144,9.078597569872516,0.4988025213376968,0.1144145356779709,0.1433271257607597,0.0333201332489,0.0775229230523109,0.7440341711044312,0.077872554898626,4.829791470913079,4.5222308042958685,5,"[61.67146974063401, 41.210374639769455, 60.6147934678194, 39.577329490874156, 60.71085494716618]",0.5763688760806917,2.3054755043227666,0.0001856448561712,0.0034814267012216,0.0,31.104707012487992,37.09049255441008,1.884966466706245e-05
OASIS__resnet18_Scratch__NR5__E30__LR0.0005__GSit50__B16__Frac100,resnet18,Scratch,Raw,0.0,1.0,71.08549471661864,11.492101001912149,56.81616663882289,85.35482279441439,89.47166186359269,5.699126068507848,0.6822773608076202,0.1230583940254106,0.3576792138679656,0.0836126992749944,0.3296331614255905,0.0,1.0,4.5222308042958685,4.5222308042958685,5,"[75.98463016330452, 58.98174831892411, 79.63496637848223, 58.501440922190206, 82.32468780019212]",,,,,,,,
OASIS__resnet18_Scratch__NR5__E30__LR0.0005__GSit50__B16__Frac100,resnet18,Scratch,GS 0%,0.0,1.0,70.70124879923151,11.7114269603551,56.15959157496561,85.2429060234974,88.83765609990394,6.047449704594734,0.6774129072976335,0.1213530350117215,0.3613268302558535,0.0995873503112841,0.3424493372440338,0.5174590349197388,0.4130506997560598,4.941877573176037,4.5222308042958685,5,"[73.77521613832853, 60.6147934678194, 80.97982708933718, 56.29202689721422, 81.84438040345822]",0.2881844380403458,1.440922190201729,1.7936790749399115e-05,0.002571097246347,0.0,0.3842459173871333,0.5405405405405483,0.6669467041586509
OASIS__resnet18_Scratch__NR5__E30__LR0.0005__GSit50__B16__Frac100,resnet18,Scratch,GS 10%,10.0,1.0,65.97502401536984,11.358107184094012,51.87207123714074,80.07797679359894,86.76272814601344,6.794066547264057,0.6262059778198107,0.1173320538039888,0.3178852570625191,0.0740716107335387,0.2743526548147201,0.6573413014411926,0.2012578240511248,4.83966103043357,4.5222308042958685,5,"[71.37367915465899, 54.082612872238236, 77.7137367915466, 53.506243996157544, 73.19884726224784]",1.0566762728146013,2.3054755043227666,0.0007548778328136,0.0058983959450845,0.0,5.110470701248801,7.18918918918919,0.0114115778380804
OASIS__resnet18_Scratch__NR5__E30__LR0.0005__GSit50__B16__Frac100,resnet18,Scratch,GS 20%,20.0,1.0,63.59269932756964,10.367299142832168,50.71999722330617,76.46540143183311,84.93756003842459,6.322348860128612,0.6033949112047094,0.1070116618764152,0.3004390889422665,0.0744595737251003,0.2580958038568496,0.6884264945983887,0.1440571293672593,4.810004695197341,4.5222308042958685,5,"[66.57060518731988, 53.79442843419788, 74.35158501440922, 51.5850144092219, 71.66186359269932]",0.2881844380403458,1.633045148895293,1.6674123705323772e-05,0.0033380062490214,0.0,7.492795389049,10.540540540540553,0.0024406182937421
OASIS__resnet18_Scratch__NR5__E30__LR0.0005__GSit50__B16__Frac100,resnet18,Scratch,GS 30%,30.0,1.0,58.578290105667634,11.11709834526881,44.77458932585669,72.38199088547859,82.32468780019212,6.670223037995802,0.5513387956903807,0.113618564799707,0.263774985599973,0.0683400747345666,0.206093943119049,0.7161145210266113,0.1121099941895136,4.846626442098772,4.5222308042958685,5,"[61.287223823246876, 48.222862632084535, 68.97214217098944, 45.629202689721424, 68.78001921229587]",0.2881844380403458,1.633045148895293,4.803073967339097e-05,0.0024549427257061,0.0,12.507204610951009,17.594594594594593,9.27643744970004e-05
OASIS__resnet18_Scratch__NR5__E30__LR0.0005__GSit50__B16__Frac100,resnet18,Scratch,GS 40%,40.0,1.0,55.00480307396735,11.612040997377772,40.58654982185721,69.42305632607749,79.03938520653219,9.242991415460692,0.5172980610393731,0.1164251831493582,0.2296419002863647,0.0667482284228436,0.1721592664718628,0.7294638156890869,0.0903765573521938,4.752215361550785,4.5222308042958685,5,"[56.099903938520654, 45.43707973102786, 67.53121998078771, 41.114313160422675, 64.84149855907782]",0.2881844380403458,1.921229586935639,5.962436649110603e-05,0.0028126317279468,0.0,16.080691642651296,22.621621621621617,0.0003476814024856
OASIS__resnet18_Scratch__NR5__E30__LR0.0005__GSit50__B16__Frac100,resnet18,Scratch,GS 50%,50.0,1.0,49.97118155619596,12.754743565576982,34.13407566449788,65.80828744789403,76.25360230547551,9.96736798208197,0.4655463636587555,0.1287942236322748,0.1950819551848111,0.0650315438839857,0.1427414819598197,0.7410730719566345,0.0797039307217169,4.858465051093315,4.5222308042958685,5,"[50.5283381364073, 37.27185398655139, 64.07300672430355, 36.983669548511045, 60.99903938520653]",0.3842459173871277,2.2094140249759846,0.0001502323937798,0.0032828300046187,0.0,21.11431316042268,29.70270270270272,0.0001835705168146
OASIS__densenet121_Pretrained__NR5__E30__LR0.0005__GSit50__B16__Frac100,densenet121,Pretrained,Raw,0.0,1.0,86.24399615754083,7.079737544915841,77.45334093128731,95.03465138379435,96.27281460134486,2.244017540987431,0.8525528650024328,0.075909909580636,0.4257620933323411,0.0678232645750739,0.4118967890739441,0.0,1.0,4.5222308042958685,4.5222308042958685,5,"[92.98751200768491, 79.731027857829, 90.9702209414025, 77.52161383285303, 90.00960614793468]",,,,,,,,
OASIS__densenet121_Pretrained__NR5__E30__LR0.0005__GSit50__B16__Frac100,densenet121,Pretrained,GS 0%,0.0,1.0,84.53410182516811,6.5845922436740105,76.35825069334632,92.7099529569899,95.4274735830932,3.210954635448572,0.833648423302602,0.0691508047070264,0.389621308194536,0.0686653190092172,0.3566931694746017,0.5218393802642822,0.4125832152694794,4.938536984607305,4.5222308042958685,5,"[90.10566762728146, 79.53890489913545, 89.04899135446685, 75.50432276657061, 88.47262247838617]",12.776176753121998,27.185398655139288,0.0882290664684704,0.0280955470722673,0.0,1.709894332372727,1.9826241924704928,0.0175539266516567
OASIS__densenet121_Pretrained__NR5__E30__LR0.0005__GSit50__B16__Frac100,densenet121,Pretrained,GS 10%,10.0,1.0,75.54274735830931,8.083617721994745,65.50561025766649,85.57988445895214,92.29586935638808,3.956870167001892,0.7394185129631816,0.0814723432948227,0.3004707974982049,0.0468495518996504,0.2421169221401214,0.6481370329856873,0.2023413386514339,4.901445793644504,4.5222308042958685,5,"[83.76560999039386, 68.87608069164266, 80.8837656099904, 65.12968299711815, 79.05859750240154]",0.5763688760806917,2.689721421709894,8.251611966910622e-05,0.0039516441160804,0.0,10.701248799231522,12.408108710180455,3.418657204137381e-05
OASIS__densenet121_Pretrained__NR5__E30__LR0.0005__GSit50__B16__Frac100,densenet121,Pretrained,GS 20%,20.0,1.0,66.35926993275697,10.687114806113836,53.089464233335,79.62907563217895,87.0509125840538,6.618280392375412,0.6409880993166296,0.1070993696067979,0.2494740130589142,0.0649804901529235,0.1793933436274528,0.6903079748153687,0.1417994811643935,4.728133332829723,4.5222308042958685,5,"[71.18155619596543, 55.61959654178674, 74.447646493756, 54.082612872238236, 76.46493756003842]",0.7684918347742555,2.2094140249759846,0.0002409365436293,0.0037854166592289,0.0,19.88472622478386,23.056359991089327,0.0006563390758668
OASIS__densenet121_Pretrained__NR5__E30__LR0.0005__GSit50__B16__Frac100,densenet121,Pretrained,GS 30%,30.0,1.0,63.34293948126801,12.193111991546951,48.203191295297536,78.4826876672385,84.76464937560038,9.17666216833048,0.6113178400210101,0.1240809867502459,0.2327201094218922,0.0649391157298775,0.1644829034805298,0.7117288112640381,0.1112070327265939,4.791835736083657,4.5222308042958685,5,"[73.58309317963496, 48.89529298751201, 71.46974063400576, 51.20076849183477, 71.56580211335255]",0.7684918347742555,2.2094140249759846,0.0004627752905437,0.0043441586797622,0.0,22.901056676272823,26.55379817331255,0.0007091730658416
OASIS__densenet121_Pretrained__NR5__E30__LR0.0005__GSit50__B16__Frac100,densenet121,Pretrained,GS 40%,40.0,1.0,60.01921229586935,12.518509965957628,44.47542915998472,75.56299543175399,83.5734870317003,8.641262687434784,0.5786975048646518,0.1260856467916488,0.2045314227705902,0.0570988227147165,0.1370249345898628,0.7245644330978394,0.0884083315660628,4.736914491822333,4.5222308042958685,5,"[69.93275696445725, 45.821325648414984, 66.85878962536023, 46.97406340057637, 70.50912584053795]",0.2881844380403458,2.5936599423631126,1.6918851548356896e-05,0.0033984099866824,0.0,26.224783861671483,30.40766317665405,0.0005614344625585
OASIS__densenet121_Pretrained__NR5__E30__LR0.0005__GSit50__B16__Frac100,densenet121,Pretrained,GS 50%,50.0,1.0,56.31123919308358,13.825246067213325,39.144928885116585,73.47754950105058,79.86551392891451,10.204831185601838,0.5403568205729589,0.1357517826396279,0.1910142115826336,0.0502777279356075,0.1206948287785053,0.7407588958740234,0.0786283458072114,4.820259905521293,4.5222308042958685,5,"[68.29971181556196, 36.983669548511045, 64.64937560038425, 46.39769452449568, 65.22574447646494]",0.5763688760806917,2.4015369836695486,0.000276873379748,0.0032041701528455,0.0,29.93275696445725,34.707061706393404,0.0009298274166945
OASIS__densenet121_Scratch__NR5__E30__LR0.0005__GSit50__B16__Frac100,densenet121,Scratch,Raw,0.0,1.0,73.62151777137368,11.502855762269352,59.33883589483308,87.90419964791427,93.27569644572526,5.425560517365207,0.7101506210728112,0.1232158799254582,0.3469050567894172,0.0780556651975204,0.3164736807346344,0.0,1.0,4.5222308042958685,4.5222308042958685,5,"[79.53890489913545, 62.824207492795395, 82.61287223823247, 59.5581171950048, 83.5734870317003]",,,,,,,,
OASIS__densenet121_Scratch__NR5__E30__LR0.0005__GSit50__B16__Frac100,densenet121,Scratch,GS 0%,0.0,1.0,74.10182516810758,11.554682678443571,59.75479167561553,88.44885866059963,93.67915465898174,4.555279511950819,0.7140711769818398,0.1212732142369578,0.3402370061528557,0.0692286031312675,0.309592467546463,0.5221788883209229,0.4136471672470445,4.94739705069876,4.5222308042958685,5,"[79.2507204610951, 61.863592699327576, 85.39865513928915, 61.47934678194045, 82.51681075888568]",0.4803073967339097,3.073967339097022,0.0017958675019193,0.0041677767874299,0.0,-0.480307396733906,-0.6524008350730639,0.5751253905000784
OASIS__densenet121_Scratch__NR5__E30__LR0.0005__GSit50__B16__Frac100,densenet121,Scratch,GS 10%,10.0,1.0,62.958693563880885,10.47237558108475,49.9555218291797,75.96186529858207,88.43419788664745,6.049051688158481,0.5942526413707969,0.1070227181725614,0.2653567495742431,0.0534987001744002,0.2180050641298294,0.6465691328048706,0.2022337303654373,4.899303474835842,4.5222308042958685,5,"[65.60999039385207, 52.92987512007685, 71.75792507204612, 51.008645533141205, 73.48703170028818]",0.2881844380403458,1.729106628242075,1.6578203530604747e-05,0.0031061445246115,0.0,10.66282420749279,14.483298538622122,0.0002868627798503
OASIS__densenet121_Scratch__NR5__E30__LR0.0005__GSit50__B16__Frac100,densenet121,Scratch,GS 20%,20.0,1.0,60.32660902977906,10.096285407048423,47.79041492425697,72.86280313530115,85.93659942363112,6.512585742762343,0.5600210948193658,0.1039116263682028,0.2312996904864034,0.0480705274489145,0.1836541593074798,0.6923155784606934,0.1464883779963026,4.918608592542577,4.5222308042958685,5,"[62.055715658021136, 50.816522574447646, 67.43515850144092, 49.183477425552354, 72.14217098943324]",0.6724303554274735,2.2094140249759846,0.0002032550398618,0.0055374528364592,0.0,13.294908741594618,18.058455114822543,0.0005434872105628
OASIS__densenet121_Scratch__NR5__E30__LR0.0005__GSit50__B16__Frac100,densenet121,Scratch,GS 30%,30.0,1.0,54.85110470701248,9.567887301890943,42.97100350538352,66.73120590864144,82.26705091258407,7.590862950599554,0.5005962417345702,0.0993647981257825,0.1827528103921244,0.0386433424381341,0.1389856353402137,0.7187329530715942,0.1091977391154964,4.773731452515827,4.5222308042958685,5,"[55.61959654178674, 43.51585014409222, 63.20845341018252, 46.87800192122959, 65.03362151777138]",0.4803073967339097,2.4015369836695486,0.0001343833315353,0.0043605435854333,0.0,18.7704130643612,25.495824634655538,0.0004712704245872
OASIS__densenet121_Scratch__NR5__E30__LR0.0005__GSit50__B16__Frac100,densenet121,Scratch,GS 40%,40.0,1.0,51.431316042267056,8.33346482855723,41.083952784350224,61.77867930018389,80.55715658021134,6.931286736497743,0.4653078877574556,0.0867140601259037,0.1533639370264283,0.0264074282486693,0.1089728578925132,0.7302873730659485,0.0906510647989129,4.814372385440703,4.5222308042958685,5,"[47.45437079731028, 46.20557156580211, 59.17387127761767, 42.84341978866475, 61.47934678194045]",0.9606147934678196,2.785782901056676,0.0008130709836035,0.0077512104960657,0.0,22.19020172910662,30.14091858037577,0.0014340783623609
OASIS__densenet121_Scratch__NR5__E30__LR0.0005__GSit50__B16__Frac100,densenet121,Scratch,GS 50%,50.0,1.0,46.82036503362152,9.25850285571618,35.324415360411976,58.316314706831065,77.52161383285303,8.632982671830806,0.4168016259794527,0.0958582433209336,0.121303271040621,0.025386448349781,0.0848414666950702,0.741445779800415,0.0759666964535144,4.73446500118721,4.5222308042958685,5,"[41.59462055715658, 36.983669548511045, 56.48414985590778, 42.07492795389049, 56.96445725264169]",1.536983669548511,4.226705091258405,0.0034229411477403,0.0061461751552354,0.0,26.801152737752155,36.40396659707724,0.0011917084710236
